mkt,ric,ric_or_isin
lse,SG01.L,CWN8139X4142
lse,SG02.L,CWN8139X8366
lse,SG03.L,CWN8139X8440
lse,SG04.L,CWN8140P5179
lse,SG05.L,CWN8140N1089
lse,SG06.L,JE00BCF52J62
lse,SG18.L,JE00BW9PHY20
lse,SG20.L,GB00BF6XFL35
lse,SG21.L,GB00BF6XFM42
lse,SG22.L,GB00BF6XFN58
lse,SG23.L,GB00BF6XFP72
lse,SG24.L,GB00BF6XFQ89
lse,SG25.L,GB00BF6XFR96
lse,SG26.L,GB00BF6XFS04
lse,SG27.L,GB00BF6XFT11
lse,SG28.L,GB00BF6XFV33
lse,SG29.L,GB00BF6XFW40
lse,SG30.L,GB00BF9B2X55
lse,SG31.L,GB00BF9B2Y62
lse,SG32.L,GB00BF9B2Z79
lse,SG33.L,GB00BF9B3091
lse,SG34.L,GB00BF9B3109
lse,SG35.L,GB00BF9B3216
lse,SG36.L,GB00BF9B3323
lse,SG37.L,GB00BF9B3430
lse,SG38.L,GB00BF9B3547
lse,SG39.L,GB00BF9B3653
lse,SG40.L,GB00BF9B3760
lse,SG41.L,GB00BF9B3877
lse,SG42.L,GB00BF9B3984
lse,SG43.L,GB00BF9B3B01
lse,SG44.L,GB00BF9B3C18
lse,SG45.L,GB00BF9B3D25
lse,SG46.L,GB00BF9B3F49
lse,SG47.L,GB00BF9B3G55
lse,SG48.L,GB00BF9B3H62
lse,SG49.L,GB00BF9B3J86
lse,SG50.L,GB00BF9B3K91
lse,SG51.L,GB00BF9B3L09
lse,SG52.L,GB00BF9B3M16
lse,SG53.L,GB00BF9B3N23
lse,SG54.L,GB00BF9B3P47
lse,SG55.L,GB00BF9B3Q53
lse,SG56.L,GB00BF9B3R60
lse,SG57.L,GB00BF9B3S77
lse,SG58.L,GB00BF9B5039
lse,SG59.L,GB00BF9B5146
lse,SG60.L,GB00BF9B3T84
lse,SG61.L,GB00BF9B3V07
lse,SG62.L,GB00BF9B5252
lse,SG63.L,GB00BF9B5369
lse,SG64.L,GB00BF9B3W14
lse,SG65.L,GB00BF9B3X21
lse,SG66.L,GB00BF9B5476
lse,SG67.L,GB00BF9B5583
lse,SG68.L,GB00BF9B3Y38
lse,SG69.L,GB00BF9B3Z45
lse,SG70.L,GB00BF9B4065
lse,SG71.L,GB00BF9B4172
lse,SG72.L,GB00BF9B4289
lse,SG73.L,GB00BF9B4396
lse,SG74.L,GB00BF9B4404
lse,SG75.L,GB00BF9B4511
lse,SG76.L,GB00BF9B4628
lse,SG77.L,GB00BF9B4735
lse,SG78.L,GB00BF9B4842
lse,SG79.L,GB00BF9B4958
lse,SG80.L,GB00BF9B4B75
lse,SG81.L,GB00BF9B4C82
lse,SG82.L,GB00BF9B4D99
lse,SG83.L,GB00BF9B4F14
lse,SG84.L,GB00BF9B4G21
lse,SG85.L,GB00BF9B4H38
lse,SG86.L,GB00BF9B4J51
lse,SG87.L,GB00BF9B4K66
lse,SG88.L,GB00BF9B4L73
lse,SG89.L,GB00BF9B4M80
lse,SG90.L,GB00BF9B4N97
lse,SG91.L,GB00BF9B4P12
lse,SG92.L,GB00BF9B4Q29
lse,SG93.L,GB00BF9B4R36
lse,SGAS.L,JE00B24DKB91
lse,SGB3.L,JE00B3XJ8K03
lse,SGB5.L,JE00BYZ5PK21
lse,SGBB.L,JE00B3XLZZ09
lse,SGBP.L,JE00B68GRJ90
lse,SGBS.L,JE00B588CD74
lse,SGBX.L,JE00B588CD74
lse,SGC.L,GB00B6YTLS95
lse,SGCl.TRE,GB00B6YTLS95
lse,SGEA.L,IE00B6QGFW01
lse,SGE.L,GB00B8C3BL03
lse,SGEl.TRE,GB00B8C3BL03
lse,SGEM.L,GB00BYT25542
lse,SGH1.L,CWN8139P4522
lse,SGI.L,GB0009628438
lse,SGIL.L,IE00B3B8PX14
lse,SGLde.TRE,DE0007235301
lse,SGLD.L,IE00B579F325
lse,SGLN.L,IE00B4ND3602
lse,SGLO.L,IE00B3F81K65
lse,SGLP.L,IE00B579F325
lse,SGMRf.TRE,US8610121027
lse,SGQD.L,LU0855692520
lse,SGQE.L,LU0959210278
lse,SGQG.L,LU0959210278
lse,SGQIpa.TRE,LU0832436512
lse,SGQJ.L,LU1662633525
lse,SGQL.L,LU0855692520
lse,SGQP.L,LU0832436512
lse,SGQP.L,LU0855671011
lse,SGQX.L,LU1040688639
lse,SGRA.L,JE00B24DL387
lse,SGREmc.TRE,ES0143416115
lse,SGRO.L,GB00B5ZN1N88
lse,SGRS.L,GG00BGCZJ741
lse,SGVB.L,LU1081771369
lse,SGVL.L,LU1081771369
lse,SGZ.L,AU000XINEAK5
lse,SHAde.TRE,DE000SHA0159
lse,SHAN.L,GB00B0CGR828
lse,SHBAst.TRE,SE0007100599
lse,SHB.L,GB0007990962
lse,SHBl.TRE,GB0007990962
lse,SHCpa.TRE,FR0010591362
lse,SHEA.L,JE00B24DKD16
lse,SHED.L,GB00BYV8MN78
lse,SHFde.TRE,DE0007203705
lse,SHH.L,JE00BF03FZ36
lse,SHI.L,GB0008025412
lse,SHIP.L,GG00BDFC1649
lse,SHOE.L,GB00BLTVCF91
lse,SHOTst.TRE,SE0007640156
lse,SHPGvi.TRE,US82481R1068
lse,SHP.L,JE00B2QKY057
lse,SHPl.TRE,JE00B2QKY057
lse,SHRE.L,GB0001977866
lse,SHRS.L,GB0008052507
lse,SHWE.L,SG9999015747
lse,SHYG.L,IE00B66F4759
lse,SHYU.L,IE00B4PY7Y77
lse,SI3L.L,JE00BYQY6F08
lse,SI3S.L,JE00BYQY6502
lse,SIA.L,GB00B572ZV91
lse,SIBNq.L,US36829G1076
lse,SIEde.TRE,DE0007236101
lse,SIGB.L,GG00B883XC99
lse,SIGC.L,GG00BZ3C3B94
lse,SIGT.L,GB0008769993
lse,SIHL.L,VGG548121059
lse,SIIde.TRE,CA9628791027
lse,SILP.L,CH0348206324
lse,SIMco.TRE,DK0060495240
lse,SIME.L,JE00B24DKZ36
lse,SIMI.L,IL0010991185
lse,SINP.L,JE00B66M5T54
lse,SINR.L,JE00B66M5T54
lse,SIRE.L,GB00BLMQ9L68
lse,SIRIvi.TRE,US82968B1035
lse,SISde.TRE,DE0007201907
lse,SISGM.L,GB0004225073
lse,SISmi.TRE,IT0003201198
lse,SISS.L,GB00BBPV5329
lse,SIT.L,GB00BMPHJ807
lse,SIUS.L,CH0348206316
lse,SIV.L,GB0007689002
lse,SIX2de.TRE,DE0007231326
lse,SIX3de.TRE,DE0007231334
lse,SIXH.L,GB0008121641
lse,SJ3f.TRE,US8243481061
lse,SJG.L,GB0008022849
lse,SJLf.TRE,US78454L1008
lse,SJNK.L,IE00B99FL386
lse,SJP3.L,JE00B3WFMB84
lse,SJP5.L,JE00BYZ5PH91
lse,SJPA.L,IE00B4L5YX21
lse,SJP.L,GB0007669376
lse,SJPP.L,JE00B68GT596
lse,SJPY.L,JE00B68GT596
lse,SK1Ade.TRE,DE000SKWM021
lse,SK2f.TRE,US80589M1027
lse,SK3i.TRE,IE00B1RR8406
lse,SKAAf.TRE,US8305661055
lse,SKABst.TRE,SE0000113250
lse,SKBde.TRE,DE0007193500
lse,SKBNol.TRE,NO0010739402
lse,SKFBst.TRE,SE0000108227
lse,SKGB.L,JE00B3TK4N26
lse,SKG.L,IE00B1RR8406
lse,SKINI.L,GB00BYWJ6269
lse,SKMDl.TRE,US78440P1084
lse,SKpa.TRE,FR0000121709
lse,SKYB.L,GB0001411924
lse,SKYl.TRE,GB0001411924
lse,SL01.L,CWN8143L4306
lse,SL05.L,CWN8143L4710
lse,SL06.L,CWN8144A3342
lse,SL07.L,CWN8144A3425
lse,SL08.L,CWN8144A3599
lse,SL21.L,CWN8144B2665
lse,SL29.L,CWN8144B2749
lse,SL36.L,LU1251389349
lse,SL53.L,LU1251391592
lse,SLA.L,GB00BVFD7Q58
lse,SLAl.TRE,GB00BVFD7Q58
lse,SLEA.L,JE00B2NFT088
lse,SLEN.L,IE00BWVFTP56
lse,SLET.L,GB0006039597
lse,SLHO.L,JE00B24DKF30
lse,SLI.L,GB0033875286
lse,SLNG.L,GB0008138009
lse,SLN.L,GB00B9GTXM62
lse,SLPE.L,GB0030474687
lse,SLPL.L,BMG864081044
lse,SLSCls.L,GB00B3YX0W77
lse,SLS.L,GB0002959582
lse,SLST.L,JE00B24DL270
lse,SLTde.TRE,DE0007170300
lse,SLVR.L,GB00B15KY328
lse,SLXX.L,IE00B00FV011
lse,SMBS.L,IE00BZ6V7883
lse,SMCPp.TRE,FR0013214145
lse,SMDS.L,GB0008220112
lse,SMDSl.TRE,GB0008220112
lse,SMEA.L,IE00B4K48X80
lse,SMEU.L,IE00B60SWY32
lse,SMHNde.TRE,DE000A1K0235
lse,SMIF.L,GG00BJVDZ946
lse,SMIN.L,GB00B1WY2338
lse,SMINl.TRE,GB00B1WY2338
lse,SMJ.L,GB00B76BK617
lse,SMLNde.TRE,DE000A119T29
lse,SMLP.L,GB00B4W8PD74
lse,SMLUde.TRE,DE000A1161M1
lse,SMMAZl.TRE,CH0111762537
lse,SMP.L,GB0007291015
lse,SMREpa.TRE,FR0013040292
lse,SMRG.L,FR0011839943
lse,SMRG.L,LU1602145200
lse,SMRTpa.TRE,FR0011829084
lse,SMRU.L,FR0011839943
lse,SMRU.L,LU1602145200
lse,SMSDl.TRE,US7960502018
lse,SMSl.TRE,GB00B4X1RC86
lse,SMSNl.TRE,US7960508882
lse,SMSS.L,GB00B4X1RC86
lse,SMTG.L,GG00BJ4FZW09
lse,SMT.L,GB00BLDYK618
lse,SMWH.L,GB00B2PDGW16
lse,SMWHl.TRE,GB00B2PDGW16
lse,SNCls.TRE,PTSNC0AM0006
lse,SND.L,GB00B04X1Q77
lse,SNEY.L,JE00B24DKX12
lse,SNFf.TRE,US81721M1099
lse,SNGA.L,JE00B24DKH53
lse,SNGde.TRE,DE000A1681X5
lse,SNGRq.L,US83367U2050
lse,SNGSyq.L,US8688612048
lse,SNHde.TRE,NL0011375019
lse,SNIK.L,JE00B24DKJ77
lse,SN.L,GB0009223206
lse,SNl.TRE,GB0009223206
lse,SNMst.TRE,CA8193201024
lse,SNNl.TRE,JE00BVRZ8S85
lse,SNNS.L,JE00BVRZ8S85
lse,SNOK.L,JE00B68GTS22
lse,SNOP.L,JE00B68GTS22
lse,SNPbx.TRE,ROSNPPACNOR9
lse,SNPsnp.TRE,US16941R1086
lse,SNRG.L,JE00B24DKV97
lse,SNR.L,GB0007958233
lse,SNRl.TRE,GB0007958233
lse,SNT.L,GB00B1FPCD38
lse,SNXS.L,GB0007156838
lse,SNYf.TRE,US8110651010
lse,SNZD.L,JE00B68GTN76
lse,SNZP.L,JE00B68GTN76
lse,SO4.L,AU000000SO44
lse,SOBAde.TRE,US00206R1023
lse,SOBIst.TRE,SE0000872095
lse,SOFbr.TRE,BE0003717312
lse,SOFFT.L,JE00B24DML30
lse,SOFTEK.L,IE00BYMS5W68
lse,SOG.L,GB0006300213
lse,SOHOc.L,GB00BFYV7J12
lse,SOHO.L,GB00BF0P7H59
lse,SOI.L,GB00B0CRWN59
lse,SOIL.L,JE00B24DK975
lse,SOLBbr.TRE,BE0003470755
lse,SOLG.L,GB00B0WD0R35
lse,SOLI.L,GB0008237132
lse,SOLO.L,GB00BF1BK408
lse,SOM.L,USU834501038
lse,SOMXUK.L,IE00BYX5K108
lse,SONAf.TRE,US8356993076
lse,SONCls.TRE,PTSNP0AE0008
lse,SONIls.TRE,PTS3P0AM0025
lse,SONls.TRE,PTSON0AM0001
lse,SOpa.TRE,FR0013199916
lse,SOPH.L,GB00BYZFZ918
lse,SOPHl.TRE,GB00BYZFZ918
lse,SOP.L,GB00BYQCS703
lse,SOPpa.TRE,FR0000050809
lse,SORA.L,GB00B0M8KM36
lse,SOSS.L,GB00BDGS8G04
lse,SOST.L,GB0007836132
lse,SOTf.TRE,US8425871071
lse,SOU.L,GB00B90XFF12
lse,SOWGnde.TRE,DE000A2GS401
lse,SOYB.L,GB00B15KY542
lse,SOYO.L,GB00B15KY435
lse,SOYU.L,CH0348206506
lse,SP5Hpa.TRE,LU0959211243
lse,SP5L.L,LU1135865084
lse,SPA3mi.TRE,IT0005241192
lse,SPA4mi.TRE,IT0005311821
lse,SPAGA.L,IE00B6R52143
lse,SPA.L,GB00B09LQS34
lse,SPAL.L,IE00B4LJS984
lse,SPAP.L,IE00B4LJS984
lse,SPDI.L,CY0102102213
lse,SPD.L,GB00B1QH8P22
lse,SPDl.TRE,GB00B1QH8P22
lse,SPDM.L,IE00B4556L06
lse,SPEH.L,IE00BFMM8Y81
lse,SPERO.L,IE00BKWQ0Q14
lse,SPGPG.L,IE00B6R52036
lse,SPHDk.TRE,US73937B6544
lse,SPHG.L,IE00BFMM8Z98
lse,SPH.L,GB0033856740
lse,SPHN.L,GB00BSZM1369
lse,SPICHAs1.TRE,CH0131872431
lse,SPIEpa.TRE,FR0012757854
lse,SPI.L,GB00BNLPYF73
lse,SPIl.TRE,GB00BNLPYF73
lse,SPIvi.TRE,AT0000652250
lse,SPLA.L,JE00B2NFT195
lse,SPLTI.L,IE00B4LHWP62
lse,SPMD.L,IE00BD93YH54
lse,SPMmi.TRE,IT0005252140
lse,SPMT.L,JE00B24DKY29
lse,SPMVpa.TRE,LU0599612685
lse,SPOGl.TRE,IE00B6R51Z18
lse,SPOGO.L,IE00B6R51Z18
lse,SPOL.L,IE00B4M7GH52
lse,SPOLol.TRE,NO0010751910
lse,SPOTk.TRE,LU1778762911
lse,SPPC.L,GG00B1V4NS68
lse,SPPP.L,IE00B40QP990
lse,SPPT.L,IE00B40QP990
lse,SPRde.TRE,DE0005501357
lse,SPRP.L,GB0030508757
lse,SPRSP.L,GB00BF1QPG26
lse,SPSYa.L,USU8457D1091
lse,SPSY.L,US84756T1060
lse,SPTELE.L,IE00BKWQ0N82
lse,SPTIPS.L,IE00BZ0G8977
lse,SPT.L,GB0004726096
lse,SPTO.L,JE00B24DKW05
lse,SPTVmi.TRE,IT0005282907
lse,SPUf.TRE,US8330341012
lse,SPVG.L,IE00BX8ZXS68
lse,SPVX.L,IE00BX8ZXS68
lse,SPWNRG.L,IE00BYTRR863
lse,SPWTEC.L,IE00BYTRRD19
lse,SPX5.L,IE00B6YX5C33
lse,SPXDmi.TRE,IE00BYML9W36
lse,SPXJ.L,IE00B4WXJD03
lse,SPX.L,GB00BWFGQN14
lse,SPXl.TRE,GB00BWFGQN14
lse,SPXP.L,IE00B3YCGJ38
lse,SPXS.L,IE00B3YCGJ38
lse,SPY4.L,IE00B4YBJ215
lse,SPY5.L,IE00B6YX5C33
lse,SPYVde1.TRE,IE00B6YX5B26
lse,SQ3f.TRE,US8522341036
lse,SQIf.TRE,US8288061091
lse,SQNSc.L,GG00BFXYHJ13
lse,SQNSc.L,GG00BYNJG147
lse,SQNS.L,GG00BN56JF17
lse,SQS.L,DE0005493514
lse,SQZ.L,GB00B0CY5V57
lse,SRBANKol.TRE,NO0010631567
lse,SRBde.TRE,US8552441094
lse,SRB.L,GB00B4T0YL77
lse,SRC.L,GB00BYX5K988
lse,SRDd.TRE,US78462F1030
lse,SRECZzchi.TRE,CH0105994401
lse,SREI.L,GB00B01HM147
lse,SRES.L,GB00B075Z681
lse,SRET.L,GG00B1W3VF54
lse,SRGmi.TRE,IT0003153415
lse,SRMf.TRE,CA8119161054
lse,SRNKEBst.TRE,SE0007278841
lse,SRO.L,BMG836741048
lse,SRON.L,GB00BDCFP425
lse,SRP.L,GB0007973794
lse,SRPl.TRE,GB0007973794
lse,SRPpa.TRE,FR0013006558
lse,SRSA.L,IE00B52XQP83
lse,SRSf.TRE,CA1368021053
lse,SRSmi.TRE,IT0000433307
lse,SRSP.L,GB00B03VVN93
lse,SRT3de.TRE,DE0007165631
lse,SRTf.TRE,DE0007165607
lse,SS1EUAmi.TRE,LU0969639128
lse,SSABAst.TRE,SE0000171100
lse,SSABBst.TRE,SE0000120669
lse,SSAC.L,IE00B6R52259
lse,SSAq.L,US48122U2042
lse,SSEK.L,JE00B68GV865
lse,SSE.L,GB0007908733
lse,SSEl.TRE,GB0007908733
lse,SSEP.L,JE00B68GV865
lse,SSFT.L,JE00B24DL163
lse,SSGBh.TRE,US78464A7485
lse,SSGGbe.TRE,US78464A7550
lse,SSGVbe.TRE,US78464A8889
lse,SSHY.L,IE00B7N3YW49
lse,SSIF.L,GB00BYMK5S87
lse,SSIL.L,JE00B24DKK82
lse,SSLN.L,IE00B4NCWG09
lse,SSLV.L,IE00B43VDT70
lse,SSOB.L,JE00B24DKP38
lse,SSPG.L,GB00BFWK4V16
lse,SSPG.L,GB00BNGWY422
lse,SSPGl.TRE,GB00BFWK4V16
lse,SSTY.L,GB00BKT0J702
lse,SSUG.L,JE00B24DKQ45
lse,SSXF.L,IE00B4L60H17
lse,SSY.L,GB0001520757
lse,SSYO.L,JE00B24DKL99
lse,SSZP.L,JE00B68GVT76
lse,ST5de.TRE,DE000A0LR936
lse,STAF.L,GB00B040L800
lse,STAG.L,LU0533032347
lse,STAN.L,GB0004082847
lse,STANl.TRE,GB0004082847
lse,STAN_pa.L,GB0008399700
lse,STAN_p.L,GB0008401324
lse,STARAst.TRE,SE0007158928
lse,STARBst.TRE,SE0005992831
lse,STARS.L,JE00B8WSDY21
lse,STBol.TRE,NO0003053605
lse,STBS.L,GB00B6TKHP66
lse,STCBVhe.TRE,FI0009000251
lse,STCK.L,GB00BF5SDZ96
lse,STCKl.TRE,GB00BF5SDZ96
lse,STCM.L,MYA004433001
lse,STEA.L,IE00BD26N851
lse,STEAst.TRE,FI0009007603
lse,STEAVhe.TRE,FI0009005953
lse,STELD.L,GB00BYZ5QT80
lse,STEl.TRE,GB0008556192
lse,STERst.TRE,FI0009007611
lse,STERVhe.TRE,FI0009005961
lse,STGco.TRE,DK0060696300
lse,STHCs.TRE,IE00BWC52G65
lse,STHE.L,IE00BF8HV600
lse,STHR.L,GB00B0KM9T71
lse,STHS.L,IE00BYXVWC37
lse,STHY.L,IE00B7N3YW49
lse,STIL.L,GB00B0T29327
lse,STIM.L,JE00B2NFT203
lse,STJl.TRE,GB0007669376
lse,STLO.L,GB0009597484
lse,STLol.TRE,NO0010096985
lse,STMde.TRE,LU1066226637
lse,STMG.L,IM00B1S9KY98
lse,STMmi.TRE,NL0000226223
lse,STO3de.TRE,DE0007274136
lse,STOB.L,GB00B03HDJ73
lse,STOBl.TRE,GB00B03HDJ73
lse,STORYte.TRE,SE0007439443
lse,STO.TRE,US85771P1021
lse,STPW.L,LU0533032347
lse,STRLS.L,GB00BFX0W490
lse,STRST.L,JE00BWT5X884
lse,STRvi.TRE,AT000000STR1
lse,STSmi.TRE,IT0003977540
lse,STUB.L,LU1617164055
lse,STVG.L,GB00B3CX3644
lse,STXS.L,GB00BYV81293
lse,STXvi.TRE,IE00B58JVZ52
lse,STYC.L,IE00BVZ6SQ11
lse,STY.L,GB00BLG2TG58
lse,SU7pa.TRE,FR0010892745
lse,SUAG.L,IE00B44CGS96
lse,SUAS.L,IE00BYVJRR92
lse,SUBCol.TRE,LU0075646355
lse,SUBXq.L,US86428R2022
lse,SUCEq.L,US8646902010
lse,SUD5.L,JE00BMM1WG41
lse,SUES.L,IE00BYVJRP78
lse,SUGA.L,GB00B15KY658
lse,SUH.L,GB0008659202
lse,SUJA.L,IE00BYX8XC17
lse,SUJP.L,IE00BYX8XC17
lse,SUJS.L,IE00BYVJRQ85
lse,SUK1.L,IE00B94QKG22
lse,SUK2.L,IE00B4QNK008
lse,SUKC.L,IE00BCBJF711
lse,SUMM.L,GB00BN40HZ01
lse,SUMO.L,GB00BD3HV384
lse,SUNf.TRE,US29278N1037
lse,SUNU.L,GB0004016704
lse,SUP3.L,JE00B3W0MY68
lse,SUP5.L,JE00BMM1XN82
lse,SUpa.TRE,FR0000121972
lse,SUPR.L,GB00BF345X11
lse,SURde.TRE,DE0005176903
lse,SURE.L,GB00BYWYZ460
lse,SUSB.L,JE00B3RMW814
lse,SUSC.L,IE00BC7GZX26
lse,SUSD.L,IE00BC7GZX26
lse,SUSE.L,IE00BYZTVV78
lse,SUSJ.L,IE00BYVJRQ85
lse,SUS.L,GB0007655037
lse,SUSM.L,IE00BYVJRP78
lse,SUSS.L,IE00BYZTVV78
lse,SUUf.TRE,US8679141031
lse,SUUS.L,IE00BYVJRR92
lse,SUWS.L,IE00BDZZTM54
lse,SVABde.TRE,SE0006027546
lse,SVCA.L,GB00BF2VKD83
lse,SVE.L,GB0009619817
lse,SVME.L,GB0000684174
lse,SVS.L,GB00B135BJ46
lse,SVSl.TRE,GB00B135BJ46
lse,SVSTq.L,US8181503025
lse,SVT.L,GB00B1FH8J72
lse,SVTl.TRE,GB00B1FH8J72
lse,SVWf.TRE,US81761R1095
lse,SW1de.TRE,DE000A1JBPV9
lse,SW2CHAs.TRE,LU0979892907
lse,SW2CHBmi.TRE,LU0977261329
lse,SW6f.TRE,US85254J1025
lse,SWAde.TRE,DE0007229007
lse,SWDA.L,IE00B4L5Y983
lse,SWEA.L,JE00B24DKR51
lse,SWECBst.TRE,SE0000489098
lse,SWEDAst.TRE,SE0000242455
lse,SWEF.L,GG00B79WC100
lse,SWFf.TRE,US8545021011
lse,SWGf.TRE,US8085131055
lse,SWGS.L,GB00B00T3528
lse,SWICHs.TRE,CH0226274246
lse,SWIH.L,LU1571052304
lse,SWIM.L,LU1571051751
lse,SWKSvi.TRE,US83088M1027
lse,SWL.L,GB0008667304
lse,SWMAst.TRE,SE0000310336
lse,SWpa.TRE,FR0000121220
lse,SWSf.TRE,US02874P1030
lse,SWVKde.TRE,DE000A1YCMM2
lse,SX5S.L,IE00B60SWX25
lse,SXCf.TRE,KYG8586D1097
lse,SXLB.L,IE00BWBXM831
lse,SXLE.L,IE00BWBXM492
lse,SXLF.L,IE00BWBXM500
lse,SXLI.L,IE00BWBXM724
lse,SXLK.L,IE00BWBXM948
lse,SXLP.L,IE00BWBXM385
lse,SXLU.L,IE00BWBXMB69
lse,SXLV.L,IE00BWBXM617
lse,SXLY.L,IE00BWBXM278
lse,SXR0de.TRE,IE00BYXPXL17
lse,SXS.L,GB0003308607
lse,SXSl.TRE,GB0003308607
lse,SXX.L,GB00B0DG3H29
lse,SY1de.TRE,DE000SYM9999
lse,SY9f.TRE,US8589121081
lse,SYBMde1.TRE,IE00B4613386
lse,SYBpa.TRE,FR0007068077
lse,SYBTde1.TRE,IE00B44CND37
lse,SYDBco.TRE,DK0010311471
lse,SYJf.TRE,US8608971078
lse,SYKde.TRE,US8636671013
lse,SYMde.TRE,US8715031089
lse,SYMU.L,GB0009589168
lse,SYNCS.L,GG00B8P59C08
lse,SYNG.L,GB00B0381Z20
lse,SYNTS.L,GB0009887422
lse,SYNTte.TRE,SE0005454865
lse,SYP3.L,JE00B3TG7R50
lse,SYPf.TRE,US8716071076
lse,SYS1.L,GB00B1GVQH21
lse,SYS.L,GB00BYT18182
lse,SYTde.TRE,DE0005178008
lse,SYVde.TRE,US88554D2053
lse,SYYf.TRE,US8718291078
lse,SYZde.TRE,DE0005104806
lse,SZ51.L,CWN8139W3749
lse,SZ66.L,CWN8142W3207
lse,SZGde.TRE,DE0006202005
lse,SZIC.L,JE00B24DKS68
lse,SZUde.TRE,DE0007297004
lse,SZWL.L,JE00B68GVT76
lse,SZZde.TRE,DE0005141907
lse,T11f.TRE,US98421B1008
lse,T66Bf.TRE,CA01627X1087
lse,T6Of.TRE,US8754651060
lse,T77f.TRE,US52603B1070
lse,T7Df.TRE,US8936411003
lse,T7O.L,IE00B1HDWM43
lse,T8Sf.TRE,US8815691071
lse,TALK.L,GB00B4YCDF59
lse,TALKl.TRE,GB00B4YCDF59
lse,TAMT.L,GB00BYX1P358
lse,TAN.L,GB00B4QHFM95
lse,TAP.L,IL0011320343
lse,TARf.TRE,US87612G1013
lse,TASE.L,IE00BP3QZG05
lse,TAST.L,GB00B17MN067
lse,TATBf.TRE,US8765685024
lse,TATE.L,GB0008754136
lse,TATEl.TRE,GB0008754136
lse,TATNxq.L,US8766292051
lse,TAU.L,IM00B1VVFG94
lse,TAVI.L,GB00BLNMLS43
lse,TAX.L,GB00BDHLGB97
lse,TBCG.L,GB00BYT18307
lse,TBGR.L,GB00BF37LF46
lse,TC1de.TRE,DE000TCAG172
lse,TCA.L,IM00B1GJR404
lse,TCAPI.L,GB00B1H0DZ51
lse,TCAPl.TRE,GB00B1H0DZ51
lse,TCE1f.TRE,US15117B1035
lse,TCG.L,GB00B1VYCH82
lse,TCGl.TRE,GB00B1VYCH82
lse,TCHpa.TRE,FR0010918292
lse,TCMco.TRE,DK0060915478
lse,TCMl.TRE,GB00B06GM726
lse,TCN.L,GB0009716340
lse,TCSf.TRE,US05464C1018
lse,TCSl.TRE,US87238U2033
lse,TCSq.L,US87238U2033
lse,TDBf.TRE,CA8911605092
lse,TDCco.TRE,DK0060228559
lse,TDET.L,ES0178430E18
lse,TDTas.TRE,NL0009272749
lse,TE10.L,GB0071657976
lse,TE15.L,GB0070000103
lse,TE18.L,GB0071262223
lse,TE21.L,GB0071262553
lse,TECH.L,VGG870911077
lse,TED.L,GB0001048619
lse,TEDl.TRE,GB0001048619
lse,TEGde.TRE,DE0008303504
lse,TEG.L,GB00BF020D33
lse,TEKT.L,GB00BKXGY798
lse,TEL2Bst.TRE,SE0005190238
lse,TELF.L,GB0031022154
lse,TELG.L,LU0533034392
lse,TELIAst.TRE,SE0000667925
lse,TELol.TRE,NO0010063308
lse,TELpa.TRE,FR0010344812
lse,TELT.L,GB00B06GM726
lse,TELW.L,LU0533034392
lse,TEM.L,GB0008829292
lse,TENG.L,GB00BF188X60
lse,TENmi.TRE,LU0156801721
lse,TEP.L,GB0008794710
lse,TEPl.TRE,GB0008794710
lse,TERNT.L,GB00BFPMV798
lse,TESBbr.TRE,BE0003555639
lse,TET.L,GB00BKS7YK08
lse,TEVf.TRE,US8816242098
lse,TEYf.TRE,US8807701029
lse,TF7Af.TRE,US9024941034
lse,TFFpa.TRE,FR0013295789
lse,TFG.L,GG00B1RMC548
lse,TFGS.L,GG00B1RMC548
lse,TFIF.L,GG00B90J5Z95
lse,TFIpa.TRE,FR0000054900
lse,TFW.L,GB00BC9ZLX92
lse,TGBLq.L,US8765692038
lse,TGRde.TRE,US9884981013
lse,TGSol.TRE,NO0003078800
lse,THAG.L,FR0011070440
lse,THAL.L,VGG878801031
lse,THQNBst.TRE,SE0009241706
lse,THRG.L,GB0008910555
lse,THRL.L,GB00BD0NBV71
lse,THRLT.L,JE00B95CGW71
lse,THRU.L,GB00B627R876
lse,THST.L,CY0103562118
lse,THULEst.TRE,SE0006422390
lse,TI3f.TRE,US88770Q1058
lse,TI5G.L,IE00BDZVHB89
lse,TIE1Vhe.TRE,FI0009000277
lse,TIFf.TRE,US8865471085
lse,TIFS.L,GB00BYQB9V88
lse,TIGT.L,GB0003708665
lse,TIK1Vhe.TRE,FI4000008719
lse,TILST.L,GB00BKWNZY55
lse,TIMde.TRE,GB00BHD66J44
lse,TINAde.TRE,DE000A2DAM11
lse,TINM.L,JE00B2QY0H68
lse,TIP1Emi.TRE,LU1459801780
lse,TIP5.L,IE00BDQYWQ65
lse,TIPG.L,LU1452600270
lse,TIPH.L,LU1452600601
lse,TIPU.L,LU1452600270
lse,TIRU.L,GB0002308525
lse,TISCq.L,US87656Y4061
lse,TITmi.TRE,IT0003497168
lse,TITN.L,GB0008941402
lse,TITRmi.TRE,IT0003497176
lse,TIVco.TRE,DK0060726743
lse,TIVf.TRE,US8851601018
lse,TJXf.TRE,US8725401090
lse,TK12.L,GB0070005201
lse,TK14.L,GB0070005425
lse,TK4f.TRE,BMG9108L1081
lse,TKAde.TRE,DE0007500001
lse,TKAvi.TRE,AT0000720008
